Fetched 3188 existing translations.
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E04.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E04 - Down [Breaking.Bad.S02E04.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E05.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E05 - Breakage [Breaking.Bad.S02E05.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E06.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E06 - Peekaboo [Breaking.Bad.S02E06.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E07.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E07 - Negro y Azul [Breaking.Bad.S02E07.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E08.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E08 - Better Call Saul [Breaking.Bad.S02E08.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E09.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E09 - 4 Days Out [Breaking.Bad.S02E09.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E10.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E10 - Over [Breaking.Bad.S02E10.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E11.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E11 - Mandala [Breaking.Bad.S02E11.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E12.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E12 - Phoenix [Breaking.Bad.S02E12.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S02E13.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 2/Breaking Bad (2008) - S02E13 - ABQ [Breaking.Bad.S02E13.2160p.WEB-DL.5xRus.Ukr.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E01.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E01 - No Más [Breaking.Bad.S03E01.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E02.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E02 - Caballo sin Nombre [Breaking.Bad.S03E02.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E03.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E03 - I.F.T. [Breaking.Bad.S03E03.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E04.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E04 - Green Light [Breaking.Bad.S03E04.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E05.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E05 - Más [Breaking.Bad.S03E05.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E06.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E06 - Sunset [Breaking.Bad.S03E06.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E07.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E07 - One Minute [Breaking.Bad.S03E07.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E08.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E08 - I See You [Breaking.Bad.S03E08.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E09.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E09 - Kafkaesque [Breaking.Bad.S03E09.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E10.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E10 - Fly [Breaking.Bad.S03E10.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E11.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E11 - Abiquiu [Breaking.Bad.S03E11.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E12.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E12 - Half Measures [Breaking.Bad.S03E12.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S03E13.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 3/Breaking Bad (2008) - S03E13 - Full Measure [Breaking.Bad.S03E13.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E01.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E01 - Box Cutter [Breaking.Bad.S04E01.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E02.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E02 - Thirty-Eight Snub [Breaking.Bad.S04E02.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E03.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E03 - Open House [Breaking.Bad.S04E03.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E04.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E04 - Bullet Points [Breaking.Bad.S04E04.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E05.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E05 - Shotgun [Breaking.Bad.S04E05.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E06.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E06 - Cornered [Breaking.Bad.S04E06.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E07.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E07 - Problem Dog [Breaking.Bad.S04E07.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E08.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E08 - Hermanos [Breaking.Bad.S04E08.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E09.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E09 - Bug [Breaking.Bad.S04E09.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E10.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E10 - Salud [Breaking.Bad.S04E10.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E11.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E11 - Crawl Space [Breaking.Bad.S04E11.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E12.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E12 - End Times [Breaking.Bad.S04E12.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S04E13.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 4/Breaking Bad (2008) - S04E13 - Face Off [Breaking.Bad.S04E13.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E01.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E01 - Live Free or Die [Breaking.Bad.S05E01.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E02.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E02 - Madrigal [Breaking.Bad.S05E02.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E03.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E03 - Hazard Pay [Breaking.Bad.S05E03.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E04.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E04 - Fifty-One [Breaking.Bad.S05E04.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E05.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E05 - Dead Freight [Breaking.Bad.S05E05.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E06.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E06 - Buyout [Breaking.Bad.S05E06.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E07.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E07 - Say My Name [Breaking.Bad.S05E07.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E08.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E08 - Gliding Over All [Breaking.Bad.S05E08.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E09.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E09 - Blood Money [Breaking.Bad.S05E09.2160p.WEB-DL.3xRus.Eng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E10.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E10 - Buried [Breaking.Bad.S05E10.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E11.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E11 - Confessions [Breaking.Bad.S05E11.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E12.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E12 - Rabid Dog [Breaking.Bad.S05E12.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E13.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E13 - To'hajiilee [Breaking.Bad.S05E13.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E14.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E14 - Ozymandias [Breaking.Bad.S05E14.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E15.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E15 - Granite State [Breaking.Bad.S05E15.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Breaking Bad COMPLETE S01-S05 2160p WEB-DL Rus Ukr Eng DTS-HD MA5.1 x264-TrollUHD [RiCK]/Breaking.Bad.S05E16.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB.mkv -> /Shows/Breaking Bad (2008) {tt0903747}/Season 5/Breaking Bad (2008) - S05E16 - Felina [Breaking.Bad.S05E16.2160p.WEB-DL.3xRus.2xEng.TrollUHD-ULTRAHDCLUB].mkv
Translation added: /shows/Bridgerton (2020) S01 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)/Bridgerton (2020) S01E01 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE).mkv -> /Shows/Bridgerton (2020) {tt8740790}/Season 1/Bridgerton (2020) - S01E01 - Diamond of the First Water [Bridgerton (2020) S01E01 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)].mkv
Translation added: /shows/Bridgerton (2020) S01 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)/Bridgerton (2020) S01E02 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE).mkv -> /Shows/Bridgerton (2020) {tt8740790}/Season 1/Bridgerton (2020) - S01E02 - Shock and Delight [Bridgerton (2020) S01E02 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)].mkv
Translation added: /shows/Bridgerton (2020) S01 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)/Bridgerton (2020) S01E03 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE).mkv -> /Shows/Bridgerton (2020) {tt8740790}/Season 1/Bridgerton (2020) - S01E03 - Art of the Swoon [Bridgerton (2020) S01E03 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)].mkv
Translation added: /shows/Bridgerton (2020) S01 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)/Bridgerton (2020) S01E04 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE).mkv -> /Shows/Bridgerton (2020) {tt8740790}/Season 1/Bridgerton (2020) - S01E04 - An Affair of Honor [Bridgerton (2020) S01E04 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)].mkv
Translation added: /shows/Bridgerton (2020) S01 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)/Bridgerton (2020) S01E05 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE).mkv -> /Shows/Bridgerton (2020) {tt8740790}/Season 1/Bridgerton (2020) - S01E05 - The Duke and I [Bridgerton (2020) S01E05 (2160p NF WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)].mkv
